"Position";"Team";"Points";"Games";"Victories";"Ties";"Losses";"Goals scored";"Goals conceded";"Goal difference";"Performance";"Year";"Round";"Champion";"Champ";"N_round";"First_place";"TP";"TN"
"1";"Sport";"3";"1";"1";"0";"0";"4";"1";"3";"100.0";2015;1;"Corinthians";0;38;1;0;0
"2";"Athletico-PR";"3";"1";"1";"0";"0";"3";"0";"3";"100.0";2015;1;"Corinthians";0;38;0;0;0
"3";"Chapecoense";"3";"1";"1";"0";"0";"2";"1";"1";"100.0";2015;1;"Corinthians";0;38;0;0;0
"3";"São Paulo";"3";"1";"1";"0";"0";"2";"1";"1";"100.0";2015;1;"Corinthians";0;38;0;0;0
"5";"Corinthians";"3";"1";"1";"0";"0";"1";"0";"1";"100.0";2015;1;"Corinthians";1;38;0;0;0
"6";"Fluminense";"3";"1";"1";"0";"0";"1";"0";"1";"100.0";2015;1;"Corinthians";0;38;0;0;0
"7";"Grêmio";"1";"1";"0";"1";"0";"3";"3";"0";"33.3";2015;1;"Corinthians";0;38;0;0;0
"8";"Ponte Preta";"1";"1";"0";"1";"0";"3";"3";"0";"33.3";2015;1;"Corinthians";0;38;0;0;0
"9";"Palmeiras";"1";"1";"0";"1";"0";"2";"2";"0";"33.3";2015;1;"Corinthians";0;38;0;0;0
"10";"Atlético-MG";"1";"1";"0";"1";"0";"2";"2";"0";"33.3";2015;1;"Corinthians";0;38;0;0;0
"11";"Avaí";"1";"1";"0";"1";"0";"1";"1";"0";"33.3";2015;1;"Corinthians";0;38;0;0;0
"12";"Santos";"1";"1";"0";"1";"0";"1";"1";"0";"33.3";2015;1;"Corinthians";0;38;0;0;0
"13";"Vasco";"1";"1";"0";"1";"0";"0";"0";"0";"33.3";2015;1;"Corinthians";0;38;0;0;0
"14";"Goiás";"1";"1";"0";"1";"0";"0";"0";"0";"33.3";2015;1;"Corinthians";0;38;0;0;0
"15";"Flamengo";"0";"1";"0";"0";"1";"1";"2";"-1";"0.0";2015;1;"Corinthians";0;38;0;0;0
"16";"Coritiba";"0";"1";"0";"0";"1";"1";"2";"-1";"0.0";2015;1;"Corinthians";0;38;0;0;0
"17";"Cruzeiro";"0";"1";"0";"0";"1";"0";"1";"-1";"0.0";2015;1;"Corinthians";0;38;0;0;0
"18";"Joinville";"0";"1";"0";"0";"1";"0";"1";"-1";"0.0";2015;1;"Corinthians";0;38;0;0;0
"19";"Figueirense";"0";"1";"0";"0";"1";"1";"4";"-3";"0.0";2015;1;"Corinthians";0;38;0;0;0
"20";"Internacional";"0";"1";"0";"0";"1";"0";"3";"-3";"0.0";2015;1;"Corinthians";0;38;0;0;0
"1";"Corinthians";"6";"2";"2";"0";"0";"2";"0";"2";"100.0";2015;2;"Corinthians";1;38;1;1;1
"2";"Sport";"4";"2";"1";"1";"0";"6";"3";"3";"66.7";2015;2;"Corinthians";0;38;0;0;0
"3";"Atlético-MG";"4";"2";"1";"1";"0";"6";"3";"3";"66.7";2015;2;"Corinthians";0;38;0;0;0
"4";"Goiás";"4";"2";"1";"1";"0";"2";"0";"2";"66.7";2015;2;"Corinthians";0;38;0;0;0
"5";"Ponte Preta";"4";"2";"1";"1";"0";"4";"3";"1";"66.7";2015;2;"Corinthians";0;38;0;0;0
"6";"Santos";"4";"2";"1";"1";"0";"2";"1";"1";"66.7";2015;2;"Corinthians";0;38;0;0;0
"7";"Coritiba";"3";"2";"1";"0";"1";"3";"2";"1";"50.0";2015;2;"Corinthians";0;38;0;0;0
"8";"Athletico-PR";"3";"2";"1";"0";"1";"3";"2";"1";"50.0";2015;2;"Corinthians";0;38;0;0;0
"9";"São Paulo";"3";"2";"1";"0";"1";"2";"2";"0";"50.0";2015;2;"Corinthians";0;38;0;0;0
"10";"Chapecoense";"3";"2";"1";"0";"1";"2";"2";"0";"50.0";2015;2;"Corinthians";0;38;0;0;0
"11";"Fluminense";"3";"2";"1";"0";"1";"2";"4";"-2";"50.0";2015;2;"Corinthians";0;38;0;0;0
"12";"Internacional";"3";"2";"1";"0";"1";"1";"3";"-2";"50.0";2015;2;"Corinthians";0;38;0;0;0
"13";"Palmeiras";"2";"2";"0";"2";"0";"2";"2";"0";"33.3";2015;2;"Corinthians";0;38;0;0;0
"14";"Vasco";"2";"2";"0";"2";"0";"0";"0";"0";"33.3";2015;2;"Corinthians";0;38;0;0;0
"15";"Flamengo";"1";"2";"0";"1";"1";"3";"4";"-1";"16.7";2015;2;"Corinthians";0;38;0;0;0
"16";"Avaí";"1";"2";"0";"1";"1";"1";"2";"-1";"16.7";2015;2;"Corinthians";0;38;0;0;0
"17";"Joinville";"1";"2";"0";"1";"1";"0";"1";"-1";"16.7";2015;2;"Corinthians";0;38;0;0;0
"18";"Grêmio";"1";"2";"0";"1";"1";"3";"5";"-2";"16.7";2015;2;"Corinthians";0;38;0;0;0
"19";"Figueirense";"1";"2";"0";"1";"1";"1";"4";"-3";"16.7";2015;2;"Corinthians";0;38;0;0;0
"20";"Cruzeiro";"0";"2";"0";"0";"2";"0";"2";"-2";"0.0";2015;2;"Corinthians";0;38;0;0;0
"1";"Sport";"7";"3";"2";"1";"0";"7";"3";"4";"77.8";2015;3;"Corinthians";0;38;1;0;0
"2";"Goiás";"7";"3";"2";"1";"0";"3";"0";"3";"77.8";2015;3;"Corinthians";0;38;0;0;0
"3";"Corinthians";"7";"3";"2";"1";"0";"2";"0";"2";"77.8";2015;3;"Corinthians";1;38;0;0;0
"4";"São Paulo";"6";"3";"2";"0";"1";"5";"2";"3";"66.7";2015;3;"Corinthians";0;38;0;0;0
"5";"Athletico-PR";"6";"3";"2";"0";"1";"4";"2";"2";"66.7";2015;3;"Corinthians";0;38;0;0;0
"6";"Chapecoense";"6";"3";"2";"0";"1";"3";"2";"1";"66.7";2015;3;"Corinthians";0;38;0;0;0
"7";"Ponte Preta";"5";"3";"1";"2";"0";"5";"4";"1";"55.6";2015;3;"Corinthians";0;38;0;0;0
"8";"Atlético-MG";"4";"3";"1";"1";"1";"6";"4";"2";"44.4";2015;3;"Corinthians";0;38;0;0;0
"9";"Avaí";"4";"3";"1";"1";"1";"3";"3";"0";"44.4";2015;3;"Corinthians";0;38;0;0;0
"10";"Santos";"4";"3";"1";"1";"1";"2";"2";"0";"44.4";2015;3;"Corinthians";0;38;0;0;0
"11";"Grêmio";"4";"3";"1";"1";"1";"4";"5";"-1";"44.4";2015;3;"Corinthians";0;38;0;0;0
"12";"Fluminense";"4";"3";"1";"1";"1";"2";"4";"-2";"44.4";2015;3;"Corinthians";0;38;0;0;0
"13";"Internacional";"4";"3";"1";"1";"1";"2";"4";"-2";"44.4";2015;3;"Corinthians";0;38;0;0;0
"14";"Coritiba";"3";"3";"1";"0";"2";"3";"3";"0";"33.3";2015;3;"Corinthians";0;38;0;0;0
"15";"Vasco";"3";"3";"0";"3";"0";"1";"1";"0";"33.3";2015;3;"Corinthians";0;38;0;0;0
"16";"Palmeiras";"2";"3";"0";"2";"1";"2";"3";"-1";"22.2";2015;3;"Corinthians";0;38;0;0;0
"17";"Flamengo";"1";"3";"0";"1";"2";"4";"6";"-2";"11.1";2015;3;"Corinthians";0;38;0;0;0
"18";"Cruzeiro";"1";"3";"0";"1";"2";"1";"3";"-2";"11.1";2015;3;"Corinthians";0;38;0;0;0
"19";"Figueirense";"1";"3";"0";"1";"2";"1";"5";"-4";"11.1";2015;3;"Corinthians";0;38;0;0;0
"20";"Joinville";"1";"3";"0";"1";"2";"0";"4";"-4";"11.1";2015;3;"Corinthians";0;38;0;0;0
"1";"Athletico-PR";"9";"4";"3";"0";"1";"6";"3";"3";"75.0";2015;4;"Corinthians";0;38;1;0;0
"2";"Sport";"8";"4";"2";"2";"0";"9";"5";"4";"66.7";2015;4;"Corinthians";0;38;0;0;0
"3";"Ponte Preta";"8";"4";"2";"2";"0";"8";"5";"3";"66.7";2015;4;"Corinthians";0;38;0;0;0
"4";"Goiás";"8";"4";"2";"2";"0";"4";"1";"3";"66.7";2015;4;"Corinthians";0;38;0;0;0
"5";"Atlético-MG";"7";"4";"2";"1";"1";"9";"4";"5";"58.3";2015;4;"Corinthians";0;38;0;0;0
"6";"São Paulo";"7";"4";"2";"1";"1";"5";"2";"3";"58.3";2015;4;"Corinthians";0;38;0;0;0
"7";"Avaí";"7";"4";"2";"1";"1";"5";"4";"1";"58.3";2015;4;"Corinthians";0;38;0;0;0
"8";"Corinthians";"7";"4";"2";"1";"1";"2";"2";"0";"58.3";2015;4;"Corinthians";1;38;0;0;0
"9";"Fluminense";"7";"4";"2";"1";"1";"5";"6";"-1";"58.3";2015;4;"Corinthians";0;38;0;0;0
"10";"Chapecoense";"6";"4";"2";"0";"2";"4";"5";"-1";"50.0";2015;4;"Corinthians";0;38;0;0;0
"11";"Palmeiras";"5";"4";"1";"2";"1";"4";"3";"1";"41.7";2015;4;"Corinthians";0;38;0;0;0
"12";"Santos";"5";"4";"1";"2";"1";"4";"4";"0";"41.7";2015;4;"Corinthians";0;38;0;0;0
"13";"Grêmio";"5";"4";"1";"2";"1";"5";"6";"-1";"41.7";2015;4;"Corinthians";0;38;0;0;0
"14";"Internacional";"5";"4";"1";"2";"1";"2";"4";"-2";"41.7";2015;4;"Corinthians";0;38;0;0;0
"15";"Figueirense";"4";"4";"1";"1";"2";"3";"6";"-3";"33.3";2015;4;"Corinthians";0;38;0;0;0
"16";"Coritiba";"3";"4";"1";"0";"3";"4";"5";"-1";"25.0";2015;4;"Corinthians";0;38;0;0;0
"17";"Vasco";"3";"4";"0";"3";"1";"1";"4";"-3";"25.0";2015;4;"Corinthians";0;38;0;0;0
"18";"Flamengo";"1";"4";"0";"1";"3";"6";"9";"-3";"8.3";2015;4;"Corinthians";0;38;0;0;0
"19";"Cruzeiro";"1";"4";"0";"1";"3";"2";"5";"-3";"8.3";2015;4;"Corinthians";0;38;0;0;0
"20";"Joinville";"1";"4";"0";"1";"3";"1";"6";"-5";"8.3";2015;4;"Corinthians";0;38;0;0;0
"1";"Athletico-PR";"12";"5";"4";"0";"1";"7";"3";"4";"80.0";2015;5;"Corinthians";0;38;1;0;0
"2";"Ponte Preta";"11";"5";"3";"2";"0";"11";"5";"6";"73.3";2015;5;"Corinthians";0;38;0;0;0
"3";"Sport";"11";"5";"3";"2";"0";"10";"5";"5";"73.3";2015;5;"Corinthians";0;38;0;0;0
"4";"Atlético-MG";"10";"5";"3";"1";"1";"13";"5";"8";"66.7";2015;5;"Corinthians";0;38;0;0;0
"5";"São Paulo";"10";"5";"3";"1";"1";"8";"4";"4";"66.7";2015;5;"Corinthians";0;38;0;0;0
"6";"Fluminense";"10";"5";"3";"1";"1";"7";"6";"1";"66.7";2015;5;"Corinthians";0;38;0;0;0
"7";"Chapecoense";"9";"5";"3";"0";"2";"6";"5";"1";"60.0";2015;5;"Corinthians";0;38;0;0;0
"8";"Goiás";"8";"5";"2";"2";"1";"4";"2";"2";"53.3";2015;5;"Corinthians";0;38;0;0;0
"9";"Grêmio";"8";"5";"2";"2";"1";"8";"7";"1";"53.3";2015;5;"Corinthians";0;38;0;0;0
"10";"Avaí";"7";"5";"2";"1";"2";"6";"8";"-2";"46.7";2015;5;"Corinthians";0;38;0;0;0
"11";"Corinthians";"7";"5";"2";"1";"2";"3";"5";"-2";"46.7";2015;5;"Corinthians";1;38;0;0;0
"12";"Palmeiras";"6";"5";"1";"3";"1";"5";"4";"1";"40.0";2015;5;"Corinthians";0;38;0;0;0
"13";"Internacional";"6";"5";"1";"3";"1";"3";"5";"-2";"40.0";2015;5;"Corinthians";0;38;0;0;0
"14";"Santos";"5";"5";"1";"2";"2";"6";"7";"-1";"33.3";2015;5;"Corinthians";0;38;0;0;0
"15";"Cruzeiro";"4";"5";"1";"1";"3";"3";"5";"-2";"26.7";2015;5;"Corinthians";0;38;0;0;0
"16";"Figueirense";"4";"5";"1";"1";"3";"3";"7";"-4";"26.7";2015;5;"Corinthians";0;38;0;0;0
"17";"Coritiba";"3";"5";"1";"0";"4";"4";"7";"-3";"20.0";2015;5;"Corinthians";0;38;0;0;0
"18";"Vasco";"3";"5";"0";"3";"2";"1";"7";"-6";"20.0";2015;5;"Corinthians";0;38;0;0;0
"19";"Flamengo";"1";"5";"0";"1";"4";"6";"10";"-4";"6.7";2015;5;"Corinthians";0;38;0;0;0
"20";"Joinville";"1";"5";"0";"1";"4";"1";"8";"-7";"6.7";2015;5;"Corinthians";0;38;0;0;0
"1";"Athletico-PR";"15";"6";"5";"0";"1";"9";"3";"6";"83.3";2015;6;"Corinthians";0;38;1;0;0
"2";"São Paulo";"13";"6";"4";"1";"1";"10";"4";"6";"72.2";2015;6;"Corinthians";0;38;0;0;0
"3";"Ponte Preta";"12";"6";"3";"3";"0";"13";"7";"6";"66.7";2015;6;"Corinthians";0;38;0;0;0
"4";"Sport";"12";"6";"3";"3";"0";"10";"5";"5";"66.7";2015;6;"Corinthians";0;38;0;0;0
"5";"Fluminense";"11";"6";"3";"2";"1";"7";"6";"1";"61.1";2015;6;"Corinthians";0;38;0;0;0
"6";"Atlético-MG";"10";"6";"3";"1";"2";"14";"8";"6";"55.6";2015;6;"Corinthians";0;38;0;0;0
"7";"Avaí";"10";"6";"3";"1";"2";"7";"8";"-1";"55.6";2015;6;"Corinthians";0;38;0;0;0
"8";"Corinthians";"10";"6";"3";"1";"2";"4";"5";"-1";"55.6";2015;6;"Corinthians";1;38;0;0;0
"9";"Chapecoense";"9";"6";"3";"0";"3";"6";"6";"0";"50.0";2015;6;"Corinthians";0;38;0;0;0
"10";"Internacional";"9";"6";"2";"3";"1";"5";"5";"0";"50.0";2015;6;"Corinthians";0;38;0;0;0
"11";"Goiás";"8";"6";"2";"2";"2";"4";"3";"1";"44.4";2015;6;"Corinthians";0;38;0;0;0
"12";"Grêmio";"8";"6";"2";"2";"2";"8";"9";"-1";"44.4";2015;6;"Corinthians";0;38;0;0;0
"13";"Cruzeiro";"7";"6";"2";"1";"3";"6";"6";"0";"38.9";2015;6;"Corinthians";0;38;0;0;0
"14";"Figueirense";"7";"6";"2";"1";"3";"5";"8";"-3";"38.9";2015;6;"Corinthians";0;38;0;0;0
"15";"Palmeiras";"6";"6";"1";"3";"2";"6";"6";"0";"33.3";2015;6;"Corinthians";0;38;0;0;0
"16";"Santos";"6";"6";"1";"3";"2";"8";"9";"-1";"33.3";2015;6;"Corinthians";0;38;0;0;0
"17";"Flamengo";"4";"6";"1";"1";"4";"7";"10";"-3";"22.2";2015;6;"Corinthians";0;38;0;0;0
"18";"Coritiba";"3";"6";"1";"0";"5";"4";"9";"-5";"16.7";2015;6;"Corinthians";0;38;0;0;0
"19";"Vasco";"3";"6";"0";"3";"3";"1";"9";"-8";"16.7";2015;6;"Corinthians";0;38;0;0;0
"20";"Joinville";"1";"6";"0";"1";"5";"1";"9";"-8";"5.6";2015;6;"Corinthians";0;38;0;0;0
"1";"São Paulo";"16";"7";"5";"1";"1";"11";"4";"7";"76.2";2015;7;"Corinthians";0;38;1;0;0
"2";"Athletico-PR";"15";"7";"5";"0";"2";"10";"5";"5";"71.4";2015;7;"Corinthians";0;38;0;0;0
"3";"Sport";"15";"7";"4";"3";"0";"12";"6";"6";"71.4";2015;7;"Corinthians";0;38;0;0;0
"4";"Corinthians";"13";"7";"4";"1";"2";"6";"6";"0";"61.9";2015;7;"Corinthians";1;38;0;0;0
"5";"Ponte Preta";"13";"7";"3";"4";"0";"13";"7";"6";"61.9";2015;7;"Corinthians";0;38;0;0;0
"6";"Atlético-MG";"11";"7";"3";"2";"2";"16";"10";"6";"52.4";2015;7;"Corinthians";0;38;0;0;0
"7";"Grêmio";"11";"7";"3";"2";"2";"10";"10";"0";"52.4";2015;7;"Corinthians";0;38;0;0;0
"8";"Fluminense";"11";"7";"3";"2";"2";"8";"8";"0";"52.4";2015;7;"Corinthians";0;38;0;0;0
"9";"Avaí";"11";"7";"3";"2";"2";"8";"9";"-1";"52.4";2015;7;"Corinthians";0;38;0;0;0
"10";"Cruzeiro";"10";"7";"3";"1";"3";"9";"7";"2";"47.6";2015;7;"Corinthians";0;38;0;0;0
"11";"Chapecoense";"9";"7";"3";"0";"4";"6";"7";"-1";"42.9";2015;7;"Corinthians";0;38;0;0;0
"12";"Palmeiras";"9";"7";"2";"3";"2";"8";"7";"1";"42.9";2015;7;"Corinthians";0;38;0;0;0
"13";"Goiás";"9";"7";"2";"3";"2";"4";"3";"1";"42.9";2015;7;"Corinthians";0;38;0;0;0
"14";"Internacional";"9";"7";"2";"3";"2";"6";"7";"-1";"42.9";2015;7;"Corinthians";0;38;0;0;0
"15";"Figueirense";"8";"7";"2";"2";"3";"6";"9";"-3";"38.1";2015;7;"Corinthians";0;38;0;0;0
"16";"Flamengo";"7";"7";"2";"1";"4";"8";"10";"-2";"33.3";2015;7;"Corinthians";0;38;0;0;0
"17";"Santos";"7";"7";"1";"4";"2";"10";"11";"-1";"33.3";2015;7;"Corinthians";0;38;0;0;0
"18";"Coritiba";"3";"7";"1";"0";"6";"4";"10";"-6";"14.3";2015;7;"Corinthians";0;38;0;0;0
"19";"Vasco";"3";"7";"0";"3";"4";"2";"12";"-10";"14.3";2015;7;"Corinthians";0;38;0;0;0
"20";"Joinville";"1";"7";"0";"1";"6";"2";"11";"-9";"4.8";2015;7;"Corinthians";0;38;0;0;0
"1";"Sport";"18";"8";"5";"3";"0";"14";"7";"7";"75.0";2015;8;"Corinthians";0;38;1;0;0
"2";"São Paulo";"17";"8";"5";"2";"1";"12";"5";"7";"70.8";2015;8;"Corinthians";0;38;0;0;0
"3";"Athletico-PR";"16";"8";"5";"1";"2";"12";"7";"5";"66.7";2015;8;"Corinthians";0;38;0;0;0
"4";"Atlético-MG";"14";"8";"4";"2";"2";"18";"10";"8";"58.3";2015;8;"Corinthians";0;38;0;0;0
"5";"Fluminense";"14";"8";"4";"2";"2";"10";"8";"2";"58.3";2015;8;"Corinthians";0;38;0;0;0
"6";"Grêmio";"14";"8";"4";"2";"2";"11";"10";"1";"58.3";2015;8;"Corinthians";0;38;0;0;0
"7";"Corinthians";"13";"8";"4";"1";"3";"6";"7";"-1";"54.2";2015;8;"Corinthians";1;38;0;0;0
"8";"Ponte Preta";"13";"8";"3";"4";"1";"13";"9";"4";"54.2";2015;8;"Corinthians";0;38;0;0;0
"9";"Chapecoense";"12";"8";"4";"0";"4";"7";"7";"0";"50.0";2015;8;"Corinthians";0;38;0;0;0
"10";"Avaí";"12";"8";"3";"3";"2";"9";"10";"-1";"50.0";2015;8;"Corinthians";0;38;0;0;0
"11";"Cruzeiro";"10";"8";"3";"1";"4";"9";"8";"1";"41.7";2015;8;"Corinthians";0;38;0;0;0
"12";"Santos";"10";"8";"2";"4";"2";"11";"11";"0";"41.7";2015;8;"Corinthians";0;38;0;0;0
"13";"Internacional";"10";"8";"2";"4";"2";"6";"7";"-1";"41.7";2015;8;"Corinthians";0;38;0;0;0
"14";"Palmeiras";"9";"8";"2";"3";"3";"8";"8";"0";"37.5";2015;8;"Corinthians";0;38;0;0;0
"15";"Goiás";"9";"8";"2";"3";"3";"5";"5";"0";"37.5";2015;8;"Corinthians";0;38;0;0;0
"16";"Figueirense";"9";"8";"2";"3";"3";"6";"9";"-3";"37.5";2015;8;"Corinthians";0;38;0;0;0
"17";"Flamengo";"7";"8";"2";"1";"5";"8";"12";"-4";"29.2";2015;8;"Corinthians";0;38;0;0;0
"18";"Coritiba";"4";"8";"1";"1";"6";"6";"12";"-6";"16.7";2015;8;"Corinthians";0;38;0;0;0
"19";"Joinville";"4";"8";"1";"1";"6";"4";"12";"-8";"16.7";2015;8;"Corinthians";0;38;0;0;0
"20";"Vasco";"3";"8";"0";"3";"5";"3";"14";"-11";"12.5";2015;8;"Corinthians";0;38;0;0;0
"1";"Sport";"19";"9";"5";"4";"0";"15";"8";"7";"70.4";2015;9;"Corinthians";0;38;1;0;0
"2";"Atlético-MG";"17";"9";"5";"2";"2";"19";"10";"9";"63.0";2015;9;"Corinthians";0;38;0;0;0
"3";"São Paulo";"17";"9";"5";"2";"2";"12";"9";"3";"63.0";2015;9;"Corinthians";0;38;0;0;0
"4";"Fluminense";"17";"9";"5";"2";"2";"12";"9";"3";"63.0";2015;9;"Corinthians";0;38;0;0;0
"5";"Grêmio";"17";"9";"5";"2";"2";"13";"11";"2";"63.0";2015;9;"Corinthians";0;38;0;0;0
"6";"Athletico-PR";"16";"9";"5";"1";"3";"13";"9";"4";"59.3";2015;9;"Corinthians";0;38;0;0;0
"7";"Corinthians";"16";"9";"5";"1";"3";"8";"8";"0";"59.3";2015;9;"Corinthians";1;38;0;0;0
"8";"Ponte Preta";"16";"9";"4";"4";"1";"15";"10";"5";"59.3";2015;9;"Corinthians";0;38;0;0;0
"9";"Chapecoense";"13";"9";"4";"1";"4";"8";"8";"0";"48.1";2015;9;"Corinthians";0;38;0;0;0
"10";"Internacional";"13";"9";"3";"4";"2";"7";"7";"0";"48.1";2015;9;"Corinthians";0;38;0;0;0
"11";"Palmeiras";"12";"9";"3";"3";"3";"12";"8";"4";"44.4";2015;9;"Corinthians";0;38;0;0;0
"12";"Avaí";"12";"9";"3";"3";"3";"10";"12";"-2";"44.4";2015;9;"Corinthians";0;38;0;0;0
"13";"Cruzeiro";"10";"9";"3";"1";"5";"9";"9";"0";"37.0";2015;9;"Corinthians";0;38;0;0;0
"14";"Santos";"10";"9";"2";"4";"3";"11";"12";"-1";"37.0";2015;9;"Corinthians";0;38;0;0;0
"15";"Goiás";"9";"9";"2";"3";"4";"6";"7";"-1";"33.3";2015;9;"Corinthians";0;38;0;0;0
"16";"Figueirense";"9";"9";"2";"3";"4";"7";"11";"-4";"33.3";2015;9;"Corinthians";0;38;0;0;0
"17";"Flamengo";"7";"9";"2";"1";"6";"8";"13";"-5";"25.9";2015;9;"Corinthians";0;38;0;0;0
"18";"Coritiba";"7";"9";"2";"1";"6";"7";"12";"-5";"25.9";2015;9;"Corinthians";0;38;0;0;0
"19";"Vasco";"6";"9";"1";"3";"5";"4";"14";"-10";"22.2";2015;9;"Corinthians";0;38;0;0;0
"20";"Joinville";"4";"9";"1";"1";"7";"4";"13";"-9";"14.8";2015;9;"Corinthians";0;38;0;0;0
"1";"Sport";"22";"10";"6";"4";"0";"18";"8";"10";"73.3";2015;10;"Corinthians";0;38;1;0;0
"2";"Atlético-MG";"20";"10";"6";"2";"2";"21";"10";"11";"66.7";2015;10;"Corinthians";0;38;0;0;0
"3";"Fluminense";"20";"10";"6";"2";"2";"14";"10";"4";"66.7";2015;10;"Corinthians";0;38;0;0;0
"4";"Grêmio";"20";"10";"6";"2";"2";"14";"11";"3";"66.7";2015;10;"Corinthians";0;38;0;0;0
"5";"Athletico-PR";"19";"10";"6";"1";"3";"15";"10";"5";"63.3";2015;10;"Corinthians";0;38;0;0;0
"6";"Corinthians";"19";"10";"6";"1";"3";"10";"8";"2";"63.3";2015;10;"Corinthians";1;38;0;0;0
"7";"São Paulo";"17";"10";"5";"2";"3";"13";"11";"2";"56.7";2015;10;"Corinthians";0;38;0;0;0
"8";"Ponte Preta";"16";"10";"4";"4";"2";"15";"12";"3";"53.3";2015;10;"Corinthians";0;38;0;0;0
"9";"Palmeiras";"15";"10";"4";"3";"3";"14";"8";"6";"50.0";2015;10;"Corinthians";0;38;0;0;0
"10";"Chapecoense";"13";"10";"4";"1";"5";"8";"10";"-2";"43.3";2015;10;"Corinthians";0;38;0;0;0
"11";"Internacional";"13";"10";"3";"4";"3";"7";"10";"-3";"43.3";2015;10;"Corinthians";0;38;0;0;0
"12";"Figueirense";"12";"10";"3";"3";"4";"10";"12";"-2";"40.0";2015;10;"Corinthians";0;38;0;0;0
"13";"Avaí";"12";"10";"3";"3";"4";"10";"13";"-3";"40.0";2015;10;"Corinthians";0;38;0;0;0
"14";"Cruzeiro";"10";"10";"3";"1";"6";"9";"10";"-1";"33.3";2015;10;"Corinthians";0;38;0;0;0
"15";"Flamengo";"10";"10";"3";"1";"6";"9";"13";"-4";"33.3";2015;10;"Corinthians";0;38;0;0;0
"16";"Santos";"10";"10";"2";"4";"4";"12";"14";"-2";"33.3";2015;10;"Corinthians";0;38;0;0;0
"17";"Goiás";"9";"10";"2";"3";"5";"7";"10";"-3";"30.0";2015;10;"Corinthians";0;38;0;0;0
"18";"Vasco";"9";"10";"2";"3";"5";"5";"14";"-9";"30.0";2015;10;"Corinthians";0;38;0;0;0
"19";"Coritiba";"7";"10";"2";"1";"7";"7";"14";"-7";"23.3";2015;10;"Corinthians";0;38;0;0;0
"20";"Joinville";"4";"10";"1";"1";"8";"4";"14";"-10";"13.3";2015;10;"Corinthians";0;38;0;0;0
"1";"Atlético-MG";"23";"11";"7";"2";"2";"24";"11";"13";"69.7";2015;11;"Corinthians";0;38;1;0;0
"2";"Grêmio";"23";"11";"7";"2";"2";"17";"12";"5";"69.7";2015;11;"Corinthians";0;38;0;0;0
"3";"Sport";"23";"11";"6";"5";"0";"20";"10";"10";"69.7";2015;11;"Corinthians";0;38;0;0;0
"4";"Fluminense";"21";"11";"6";"3";"2";"14";"10";"4";"63.6";2015;11;"Corinthians";0;38;0;0;0
"5";"Corinthians";"20";"11";"6";"2";"3";"10";"8";"2";"60.6";2015;11;"Corinthians";1;38;0;0;0
"6";"Athletico-PR";"19";"11";"6";"1";"4";"15";"12";"3";"57.6";2015;11;"Corinthians";0;38;0;0;0
"7";"Palmeiras";"18";"11";"5";"3";"3";"16";"8";"8";"54.5";2015;11;"Corinthians";0;38;0;0;0
"8";"São Paulo";"18";"11";"5";"3";"3";"13";"11";"2";"54.5";2015;11;"Corinthians";0;38;0;0;0
"9";"Chapecoense";"16";"11";"5";"1";"5";"9";"10";"-1";"48.5";2015;11;"Corinthians";0;38;0;0;0
"10";"Ponte Preta";"16";"11";"4";"4";"3";"15";"14";"1";"48.5";2015;11;"Corinthians";0;38;0;0;0
"11";"Figueirense";"15";"11";"4";"3";"4";"12";"13";"-1";"45.5";2015;11;"Corinthians";0;38;0;0;0
"12";"Cruzeiro";"13";"11";"4";"1";"6";"11";"10";"1";"39.4";2015;11;"Corinthians";0;38;0;0;0
"13";"Avaí";"13";"11";"3";"4";"4";"12";"15";"-3";"39.4";2015;11;"Corinthians";0;38;0;0;0
"14";"Internacional";"13";"11";"3";"4";"4";"8";"13";"-5";"39.4";2015;11;"Corinthians";0;38;0;0;0
"15";"Flamengo";"10";"11";"3";"1";"7";"10";"15";"-5";"30.3";2015;11;"Corinthians";0;38;0;0;0
"16";"Goiás";"10";"11";"2";"4";"5";"7";"10";"-3";"30.3";2015;11;"Corinthians";0;38;0;0;0
"17";"Santos";"10";"11";"2";"4";"5";"13";"17";"-4";"30.3";2015;11;"Corinthians";0;38;0;0;0
"18";"Vasco";"9";"11";"2";"3";"6";"5";"15";"-10";"27.3";2015;11;"Corinthians";0;38;0;0;0
"19";"Coritiba";"8";"11";"2";"2";"7";"7";"14";"-7";"24.2";2015;11;"Corinthians";0;38;0;0;0
"20";"Joinville";"5";"11";"1";"2";"8";"4";"14";"-10";"15.2";2015;11;"Corinthians";0;38;0;0;0
"1";"Atlético-MG";"26";"12";"8";"2";"2";"26";"12";"14";"72.2";2015;12;"Corinthians";0;38;1;0;0
"2";"Fluminense";"24";"12";"7";"3";"2";"15";"10";"5";"66.7";2015;12;"Corinthians";0;38;0;0;0
"3";"Grêmio";"23";"12";"7";"2";"3";"17";"13";"4";"63.9";2015;12;"Corinthians";0;38;0;0;0
"4";"Corinthians";"23";"12";"7";"2";"3";"12";"8";"4";"63.9";2015;12;"Corinthians";1;38;0;0;0
"5";"Sport";"23";"12";"6";"5";"1";"21";"12";"9";"63.9";2015;12;"Corinthians";0;38;0;0;0
"6";"Palmeiras";"21";"12";"6";"3";"3";"19";"8";"11";"58.3";2015;12;"Corinthians";0;38;0;0;0
