"Position";"Team";"Points";"Games";"Victories";"Ties";"Losses";"Goals scored";"Goals conceded";"Goal difference";"Performance";"Year";"Round";"Champion";"Champ";"N_round";"First_place";"TP";"TN"
"18";"Santo André";"35";"35";"9";"8";"18";"36";"52";"-16";"33.3";2009;35;"Flamengo";0;38;0;0;0
"19";"Náutico";"35";"35";"9";"8";"18";"42";"63";"-21";"33.3";2009;35;"Flamengo";0;38;0;0;0
"20";"Sport";"31";"35";"7";"10";"18";"47";"62";"-15";"29.5";2009;35;"Flamengo";0;38;0;0;0
"1";"São Paulo";"62";"36";"17";"11";"8";"51";"38";"13";"57.4";2009;36;"Flamengo";0;38;1;0;0
"2";"Flamengo";"61";"36";"17";"10";"9";"54";"43";"11";"56.5";2009;36;"Flamengo";1;38;0;0;0
"3";"Internacional";"59";"36";"17";"8";"11";"59";"42";"17";"54.6";2009;36;"Flamengo";0;38;0;0;0
"4";"Palmeiras";"59";"36";"16";"11";"9";"54";"42";"12";"54.6";2009;36;"Flamengo";0;38;0;0;0
"5";"Atlético-MG";"56";"36";"16";"8";"12";"54";"50";"4";"51.9";2009;36;"Flamengo";0;38;0;0;0
"6";"Cruzeiro";"56";"36";"16";"8";"12";"52";"51";"1";"51.9";2009;36;"Flamengo";0;38;0;0;0
"7";"Avaí";"53";"36";"14";"11";"11";"58";"50";"8";"49.1";2009;36;"Flamengo";0;38;0;0;0
"8";"Grêmio";"52";"36";"14";"10";"12";"62";"42";"20";"48.1";2009;36;"Flamengo";0;38;0;0;0
"9";"Goiás";"51";"36";"14";"9";"13";"58";"61";"-3";"47.2";2009;36;"Flamengo";0;38;0;0;0
"10";"Corinthians";"49";"36";"13";"10";"13";"47";"52";"-5";"45.4";2009;36;"Flamengo";0;38;0;0;0
"11";"Barueri";"48";"36";"12";"12";"12";"57";"48";"9";"44.4";2009;36;"Flamengo";0;38;0;0;0
"12";"Santos";"48";"36";"12";"12";"12";"55";"54";"1";"44.4";2009;36;"Flamengo";0;38;0;0;0
"13";"Vitória";"47";"36";"13";"8";"15";"49";"51";"-2";"43.5";2009;36;"Flamengo";0;38;0;0;0
"14";"Coritiba";"44";"36";"12";"8";"16";"46";"55";"-9";"40.7";2009;36;"Flamengo";0;38;0;0;0
"15";"Athletico-PR";"44";"36";"12";"8";"16";"40";"49";"-9";"40.7";2009;36;"Flamengo";0;38;0;0;0
"16";"Botafogo";"44";"36";"10";"14";"12";"50";"55";"-5";"40.7";2009;36;"Flamengo";0;38;0;0;0
"17";"Fluminense";"42";"36";"10";"12";"14";"44";"55";"-11";"38.9";2009;36;"Flamengo";0;38;0;0;0
"18";"Santo André";"38";"36";"10";"8";"18";"40";"54";"-14";"35.2";2009;36;"Flamengo";0;38;0;0;0
"19";"Náutico";"38";"36";"10";"8";"18";"45";"65";"-20";"35.2";2009;36;"Flamengo";0;38;0;0;0
"20";"Sport";"31";"36";"7";"10";"19";"47";"65";"-18";"28.7";2009;36;"Flamengo";0;38;0;0;0
"1";"Flamengo";"64";"37";"18";"10";"9";"56";"43";"13";"57.7";2009;37;"Flamengo";1;38;1;1;1
"2";"Internacional";"62";"37";"18";"8";"11";"61";"43";"18";"55.9";2009;37;"Flamengo";0;38;0;0;0
"3";"Palmeiras";"62";"37";"17";"11";"9";"57";"43";"14";"55.9";2009;37;"Flamengo";0;38;0;0;0
"4";"São Paulo";"62";"37";"17";"11";"9";"53";"42";"11";"55.9";2009;37;"Flamengo";0;38;0;0;0
"5";"Cruzeiro";"59";"37";"17";"8";"12";"56";"52";"4";"53.2";2009;37;"Flamengo";0;38;0;0;0
"6";"Atlético-MG";"56";"37";"16";"8";"13";"55";"53";"2";"50.5";2009;37;"Flamengo";0;38;0;0;0
"7";"Grêmio";"55";"37";"15";"10";"12";"66";"44";"22";"49.5";2009;37;"Flamengo";0;38;0;0;0
"8";"Goiás";"54";"37";"15";"9";"13";"62";"63";"-1";"48.6";2009;37;"Flamengo";0;38;0;0;0
"9";"Avaí";"54";"37";"14";"12";"11";"60";"52";"8";"48.6";2009;37;"Flamengo";0;38;0;0;0
"10";"Corinthians";"49";"37";"13";"10";"14";"47";"54";"-7";"44.1";2009;37;"Flamengo";0;38;0;0;0
"11";"Santos";"49";"37";"12";"13";"12";"57";"56";"1";"44.1";2009;37;"Flamengo";0;38;0;0;0
"12";"Barueri";"48";"37";"12";"12";"13";"59";"52";"7";"43.2";2009;37;"Flamengo";0;38;0;0;0
"13";"Vitória";"47";"37";"13";"8";"16";"49";"55";"-6";"42.3";2009;37;"Flamengo";0;38;0;0;0
"14";"Athletico-PR";"47";"37";"13";"8";"16";"42";"49";"-7";"42.3";2009;37;"Flamengo";0;38;0;0;0
"15";"Fluminense";"45";"37";"11";"12";"14";"48";"55";"-7";"40.5";2009;37;"Flamengo";0;38;0;0;0
"16";"Coritiba";"44";"37";"12";"8";"17";"47";"59";"-12";"39.6";2009;37;"Flamengo";0;38;0;0;0
"17";"Botafogo";"44";"37";"10";"14";"13";"50";"57";"-7";"39.6";2009;37;"Flamengo";0;38;0;0;0
"18";"Santo André";"41";"37";"11";"8";"18";"45";"57";"-12";"36.9";2009;37;"Flamengo";0;38;0;0;0
"19";"Náutico";"38";"37";"10";"8";"19";"48";"70";"-22";"34.2";2009;37;"Flamengo";0;38;0;0;0
"20";"Sport";"31";"37";"7";"10";"20";"48";"67";"-19";"27.9";2009;37;"Flamengo";0;38;0;0;0
"1";"Flamengo";"67";"38";"19";"10";"9";"58";"44";"14";"58.8";2009;38;"Flamengo";1;38;1;1;1
"2";"Internacional";"65";"38";"19";"8";"11";"65";"44";"21";"57.0";2009;38;"Flamengo";0;38;0;0;0
"3";"São Paulo";"65";"38";"18";"11";"9";"57";"42";"15";"57.0";2009;38;"Flamengo";0;38;0;0;0
"4";"Cruzeiro";"62";"38";"18";"8";"12";"58";"53";"5";"54.4";2009;38;"Flamengo";0;38;0;0;0
"5";"Palmeiras";"62";"38";"17";"11";"10";"58";"45";"13";"54.4";2009;38;"Flamengo";0;38;0;0;0
"6";"Avaí";"57";"38";"15";"12";"11";"61";"52";"9";"50.0";2009;38;"Flamengo";0;38;0;0;0
"7";"Atlético-MG";"56";"38";"16";"8";"14";"55";"56";"-1";"49.1";2009;38;"Flamengo";0;38;0;0;0
"8";"Grêmio";"55";"38";"15";"10";"13";"67";"46";"21";"48.2";2009;38;"Flamengo";0;38;0;0;0
"9";"Goiás";"55";"38";"15";"10";"13";"64";"65";"-1";"48.2";2009;38;"Flamengo";0;38;0;0;0
"10";"Corinthians";"52";"38";"14";"10";"14";"50";"54";"-4";"45.6";2009;38;"Flamengo";0;38;0;0;0
"11";"Barueri";"49";"38";"12";"13";"13";"59";"52";"7";"43.0";2009;38;"Flamengo";0;38;0;0;0
"12";"Santos";"49";"38";"12";"13";"13";"58";"58";"0";"43.0";2009;38;"Flamengo";0;38;0;0;0
"13";"Vitória";"48";"38";"13";"9";"16";"51";"57";"-6";"42.1";2009;38;"Flamengo";0;38;0;0;0
"14";"Athletico-PR";"48";"38";"13";"9";"16";"42";"49";"-7";"42.1";2009;38;"Flamengo";0;38;0;0;0
"15";"Botafogo";"47";"38";"11";"14";"13";"52";"58";"-6";"41.2";2009;38;"Flamengo";0;38;0;0;0
"16";"Fluminense";"46";"38";"11";"13";"14";"49";"56";"-7";"40.4";2009;38;"Flamengo";0;38;0;0;0
"17";"Coritiba";"45";"38";"12";"9";"17";"48";"60";"-12";"39.5";2009;38;"Flamengo";0;38;0;0;0
"18";"Santo André";"41";"38";"11";"8";"19";"46";"61";"-15";"36.0";2009;38;"Flamengo";0;38;0;0;0
"19";"Náutico";"38";"38";"10";"8";"20";"48";"71";"-23";"33.3";2009;38;"Flamengo";0;38;0;0;0
"20";"Sport";"31";"38";"7";"10";"21";"48";"71";"-23";"27.2";2009;38;"Flamengo";0;38;0;0;0
"1";"Flamengo";"3";"1";"1";"0";"0";"3";"1";"2";"100.0";2008;1;"São Paulo";0;38;1;0;0
"2";"Botafogo";"3";"1";"1";"0";"0";"2";"0";"2";"100.0";2008;1;"São Paulo";0;38;0;0;0
"2";"Coritiba";"3";"1";"1";"0";"0";"2";"0";"2";"100.0";2008;1;"São Paulo";0;38;0;0;0
"2";"Cruzeiro";"3";"1";"1";"0";"0";"2";"0";"2";"100.0";2008;1;"São Paulo";0;38;0;0;0
"5";"Náutico";"3";"1";"1";"0";"0";"2";"1";"1";"100.0";2008;1;"São Paulo";0;38;0;0;0
"6";"Athletico-PR";"3";"1";"1";"0";"0";"1";"0";"1";"100.0";2008;1;"São Paulo";0;38;0;0;0
"6";"Grêmio";"3";"1";"1";"0";"0";"1";"0";"1";"100.0";2008;1;"São Paulo";0;38;0;0;0
"6";"Internacional";"3";"1";"1";"0";"0";"1";"0";"1";"100.0";2008;1;"São Paulo";0;38;0;0;0
"9";"Figueirense";"1";"1";"0";"1";"0";"5";"5";"0";"33.3";2008;1;"São Paulo";0;38;0;0;0
"9";"Portuguesa";"1";"1";"0";"1";"0";"5";"5";"0";"33.3";2008;1;"São Paulo";0;38;0;0;0
"11";"Atlético-MG";"1";"1";"0";"1";"0";"0";"0";"0";"33.3";2008;1;"São Paulo";0;38;0;0;0
"11";"Fluminense";"1";"1";"0";"1";"0";"0";"0";"0";"33.3";2008;1;"São Paulo";0;38;0;0;0
"13";"Goiás";"0";"1";"0";"0";"1";"1";"2";"-1";"0.0";2008;1;"São Paulo";0;38;0;0;0
"14";"Ipatinga";"0";"1";"0";"0";"1";"0";"1";"-1";"0.0";2008;1;"São Paulo";0;38;0;0;0
"14";"São Paulo";"0";"1";"0";"0";"1";"0";"1";"-1";"0.0";2008;1;"São Paulo";1;38;0;0;0
"14";"Vasco";"0";"1";"0";"0";"1";"0";"1";"-1";"0.0";2008;1;"São Paulo";0;38;0;0;0
"17";"Santos";"0";"1";"0";"0";"1";"1";"3";"-2";"0.0";2008;1;"São Paulo";0;38;0;0;0
"18";"Palmeiras";"0";"1";"0";"0";"1";"0";"2";"-2";"0.0";2008;1;"São Paulo";0;38;0;0;0
"18";"Sport";"0";"1";"0";"0";"1";"0";"2";"-2";"0.0";2008;1;"São Paulo";0;38;0;0;0
"18";"Vitória";"0";"1";"0";"0";"1";"0";"2";"-2";"0.0";2008;1;"São Paulo";0;38;0;0;0
"1";"Náutico";"6";"2";"2";"0";"0";"4";"1";"3";"100.0";2008;2;"São Paulo";0;38;1;0;0
"2";"Cruzeiro";"6";"2";"2";"0";"0";"3";"0";"3";"100.0";2008;2;"São Paulo";0;38;0;0;0
"3";"Flamengo";"4";"2";"1";"1";"0";"3";"1";"2";"66.7";2008;2;"São Paulo";0;38;0;0;0
"4";"Figueirense";"4";"2";"1";"1";"0";"7";"6";"1";"66.7";2008;2;"São Paulo";0;38;0;0;0
"5";"Athletico-PR";"4";"2";"1";"1";"0";"2";"1";"1";"66.7";2008;2;"São Paulo";0;38;0;0;0
"6";"Grêmio";"4";"2";"1";"1";"0";"1";"0";"1";"66.7";2008;2;"São Paulo";0;38;0;0;0
"7";"Santos";"3";"2";"1";"0";"1";"5";"3";"2";"50.0";2008;2;"São Paulo";0;38;0;0;0
"8";"Coritiba";"3";"2";"1";"0";"1";"3";"2";"1";"50.0";2008;2;"São Paulo";0;38;0;0;0
"8";"Vasco";"3";"2";"1";"0";"1";"3";"2";"1";"50.0";2008;2;"São Paulo";0;38;0;0;0
"10";"Botafogo";"3";"2";"1";"0";"1";"2";"1";"1";"50.0";2008;2;"São Paulo";0;38;0;0;0
"11";"Internacional";"3";"2";"1";"0";"1";"2";"2";"0";"50.0";2008;2;"São Paulo";0;38;0;0;0
"12";"Palmeiras";"3";"2";"1";"0";"1";"2";"3";"-1";"50.0";2008;2;"São Paulo";0;38;0;0;0
"13";"Atlético-MG";"2";"2";"0";"2";"0";"1";"1";"0";"33.3";2008;2;"São Paulo";0;38;0;0;0
"14";"Goiás";"1";"2";"0";"1";"1";"2";"3";"-1";"16.7";2008;2;"São Paulo";0;38;0;0;0
"15";"São Paulo";"1";"2";"0";"1";"1";"1";"2";"-1";"16.7";2008;2;"São Paulo";1;38;0;0;0
"16";"Portuguesa";"1";"2";"0";"1";"1";"6";"8";"-2";"16.7";2008;2;"São Paulo";0;38;0;0;0
"17";"Sport";"1";"2";"0";"1";"1";"0";"2";"-2";"16.7";2008;2;"São Paulo";0;38;0;0;0
"17";"Vitória";"1";"2";"0";"1";"1";"0";"2";"-2";"16.7";2008;2;"São Paulo";0;38;0;0;0
"19";"Fluminense";"1";"2";"0";"1";"1";"0";"2";"-2";"16.7";2008;2;"São Paulo";0;38;0;0;0
"20";"Ipatinga";"0";"2";"0";"0";"2";"0";"5";"-5";"0.0";2008;2;"São Paulo";0;38;0;0;0
"1";"Cruzeiro";"9";"3";"3";"0";"0";"7";"0";"7";"100.0";2008;3;"São Paulo";0;38;1;0;0
"2";"Flamengo";"7";"3";"2";"1";"0";"5";"2";"3";"77.8";2008;3;"São Paulo";0;38;0;0;0
"3";"Grêmio";"7";"3";"2";"1";"0";"3";"0";"3";"77.8";2008;3;"São Paulo";0;38;0;0;0
"4";"Náutico";"6";"3";"2";"0";"1";"4";"3";"1";"66.7";2008;3;"São Paulo";0;38;0;0;0
"5";"Athletico-PR";"5";"3";"1";"2";"0";"3";"2";"1";"55.6";2008;3;"São Paulo";0;38;0;0;0
"6";"Vitória";"4";"3";"1";"1";"1";"4";"2";"2";"44.4";2008;3;"São Paulo";0;38;0;0;0
"7";"Coritiba";"4";"3";"1";"1";"1";"4";"3";"1";"44.4";2008;3;"São Paulo";0;38;0;0;0
"7";"Vasco";"4";"3";"1";"1";"1";"4";"3";"1";"44.4";2008;3;"São Paulo";0;38;0;0;0
"9";"Botafogo";"4";"3";"1";"1";"1";"3";"2";"1";"44.4";2008;3;"São Paulo";0;38;0;0;0
"10";"Palmeiras";"4";"3";"1";"1";"1";"3";"4";"-1";"44.4";2008;3;"São Paulo";0;38;0;0;0
"11";"Sport";"4";"3";"1";"1";"1";"2";"3";"-1";"44.4";2008;3;"São Paulo";0;38;0;0;0
"12";"Figueirense";"4";"3";"1";"1";"1";"7";"10";"-3";"44.4";2008;3;"São Paulo";0;38;0;0;0
"13";"Internacional";"3";"3";"1";"0";"2";"3";"4";"-1";"33.3";2008;3;"São Paulo";0;38;0;0;0
"14";"Santos";"3";"3";"1";"0";"2";"5";"7";"-2";"33.3";2008;3;"São Paulo";0;38;0;0;0
"15";"Atlético-MG";"3";"3";"0";"3";"0";"2";"2";"0";"33.3";2008;3;"São Paulo";0;38;0;0;0
"16";"Goiás";"2";"3";"0";"2";"1";"3";"4";"-1";"22.2";2008;3;"São Paulo";0;38;0;0;0
"17";"São Paulo";"2";"3";"0";"2";"1";"2";"3";"-1";"22.2";2008;3;"São Paulo";1;38;0;0;0
"18";"Portuguesa";"2";"3";"0";"2";"1";"7";"9";"-2";"22.2";2008;3;"São Paulo";0;38;0;0;0
"19";"Fluminense";"1";"3";"0";"1";"2";"1";"4";"-3";"11.1";2008;3;"São Paulo";0;38;0;0;0
"20";"Ipatinga";"1";"3";"0";"1";"2";"1";"6";"-5";"11.1";2008;3;"São Paulo";0;38;0;0;0
"1";"Cruzeiro";"10";"4";"3";"1";"0";"8";"1";"7";"83.3";2008;4;"São Paulo";0;38;1;0;0
"2";"Flamengo";"10";"4";"3";"1";"0";"6";"2";"4";"83.3";2008;4;"São Paulo";0;38;0;0;0
"3";"Náutico";"9";"4";"3";"0";"1";"7";"3";"4";"75.0";2008;4;"São Paulo";0;38;0;0;0
"4";"Vasco";"7";"4";"2";"1";"1";"6";"4";"2";"58.3";2008;4;"São Paulo";0;38;0;0;0
"5";"Grêmio";"7";"4";"2";"1";"1";"4";"2";"2";"58.3";2008;4;"São Paulo";0;38;0;0;0
"6";"Palmeiras";"7";"4";"2";"1";"1";"4";"4";"0";"58.3";2008;4;"São Paulo";0;38;0;0;0
"7";"Atlético-MG";"6";"4";"1";"3";"0";"4";"2";"2";"50.0";2008;4;"São Paulo";0;38;0;0;0
"8";"Coritiba";"5";"4";"1";"2";"1";"5";"4";"1";"41.7";2008;4;"São Paulo";0;38;0;0;0
"9";"Athletico-PR";"5";"4";"1";"2";"1";"3";"3";"0";"41.7";2008;4;"São Paulo";0;38;0;0;0
"10";"Sport";"5";"4";"1";"2";"1";"3";"4";"-1";"41.7";2008;4;"São Paulo";0;38;0;0;0
"11";"Figueirense";"5";"4";"1";"2";"1";"7";"10";"-3";"41.7";2008;4;"São Paulo";0;38;0;0;0
"12";"Vitória";"4";"4";"1";"1";"2";"4";"4";"0";"33.3";2008;4;"São Paulo";0;38;0;0;0
"13";"Internacional";"4";"4";"1";"1";"2";"4";"5";"-1";"33.3";2008;4;"São Paulo";0;38;0;0;0
"14";"Santos";"4";"4";"1";"1";"2";"5";"7";"-2";"33.3";2008;4;"São Paulo";0;38;0;0;0
"15";"Botafogo";"4";"4";"1";"1";"2";"3";"5";"-2";"33.3";2008;4;"São Paulo";0;38;0;0;0
"16";"Ipatinga";"4";"4";"1";"1";"2";"3";"6";"-3";"33.3";2008;4;"São Paulo";0;38;0;0;0
"17";"Goiás";"3";"4";"0";"3";"1";"3";"4";"-1";"25.0";2008;4;"São Paulo";0;38;0;0;0
"18";"São Paulo";"3";"4";"0";"3";"1";"2";"3";"-1";"25.0";2008;4;"São Paulo";1;38;0;0;0
"19";"Portuguesa";"2";"4";"0";"2";"2";"7";"11";"-4";"16.7";2008;4;"São Paulo";0;38;0;0;0
"20";"Fluminense";"1";"4";"0";"1";"3";"1";"5";"-4";"8.3";2008;4;"São Paulo";0;38;0;0;0
"1";"Flamengo";"13";"5";"4";"1";"0";"11";"2";"9";"86.7";2008;5;"São Paulo";0;38;1;0;0
"2";"Cruzeiro";"13";"5";"4";"1";"0";"9";"1";"8";"86.7";2008;5;"São Paulo";0;38;0;0;0
"3";"Náutico";"10";"5";"3";"1";"1";"7";"3";"4";"66.7";2008;5;"São Paulo";0;38;0;0;0
"4";"Grêmio";"10";"5";"3";"1";"1";"6";"3";"3";"66.7";2008;5;"São Paulo";0;38;0;0;0
"5";"Athletico-PR";"8";"5";"2";"2";"1";"8";"3";"5";"53.3";2008;5;"São Paulo";0;38;0;0;0
"6";"Sport";"8";"5";"2";"2";"1";"5";"4";"1";"53.3";2008;5;"São Paulo";0;38;0;0;0
"7";"Vasco";"7";"5";"2";"1";"2";"6";"5";"1";"46.7";2008;5;"São Paulo";0;38;0;0;0
"8";"Vitória";"7";"5";"2";"1";"2";"5";"4";"1";"46.7";2008;5;"São Paulo";0;38;0;0;0
"9";"Botafogo";"7";"5";"2";"1";"2";"5";"6";"-1";"46.7";2008;5;"São Paulo";0;38;0;0;0
"10";"Palmeiras";"7";"5";"2";"1";"2";"4";"6";"-2";"46.7";2008;5;"São Paulo";0;38;0;0;0
"11";"São Paulo";"6";"5";"1";"3";"1";"7";"4";"3";"40.0";2008;5;"São Paulo";1;38;0;0;0
"12";"Atlético-MG";"6";"5";"1";"3";"1";"5";"7";"-2";"40.0";2008;5;"São Paulo";0;38;0;0;0
"13";"Coritiba";"5";"5";"1";"2";"2";"6";"6";"0";"33.3";2008;5;"São Paulo";0;38;0;0;0
"14";"Portuguesa";"5";"5";"1";"2";"2";"10";"12";"-2";"33.3";2008;5;"São Paulo";0;38;0;0;0
"15";"Ipatinga";"5";"5";"1";"2";"2";"3";"6";"-3";"33.3";2008;5;"São Paulo";0;38;0;0;0
"16";"Figueirense";"5";"5";"1";"2";"2";"7";"15";"-8";"33.3";2008;5;"São Paulo";0;38;0;0;0
"17";"Internacional";"4";"5";"1";"1";"3";"5";"8";"-3";"26.7";2008;5;"São Paulo";0;38;0;0;0
"17";"Santos";"4";"5";"1";"1";"3";"5";"8";"-3";"26.7";2008;5;"São Paulo";0;38;0;0;0
"19";"Goiás";"3";"5";"0";"3";"2";"3";"9";"-6";"20.0";2008;5;"São Paulo";0;38;0;0;0
"20";"Fluminense";"1";"5";"0";"1";"4";"2";"7";"-5";"6.7";2008;5;"São Paulo";0;38;0;0;0
"1";"Flamengo";"13";"6";"4";"1";"1";"13";"6";"7";"72.2";2008;6;"São Paulo";0;38;1;0;0
"2";"Grêmio";"13";"6";"4";"1";"1";"9";"3";"6";"72.2";2008;6;"São Paulo";0;38;0;0;0
"3";"Cruzeiro";"13";"6";"4";"1";"1";"11";"6";"5";"72.2";2008;6;"São Paulo";0;38;0;0;0
"4";"Náutico";"11";"6";"3";"2";"1";"8";"4";"4";"61.1";2008;6;"São Paulo";0;38;0;0;0
"5";"Palmeiras";"10";"6";"3";"1";"2";"9";"8";"1";"55.6";2008;6;"São Paulo";0;38;0;0;0
"6";"São Paulo";"9";"6";"2";"3";"1";"11";"6";"5";"50.0";2008;6;"São Paulo";1;38;0;0;0
"7";"Atlético-MG";"9";"6";"2";"3";"1";"9";"9";"0";"50.0";2008;6;"São Paulo";0;38;0;0;0
"8";"Athletico-PR";"8";"6";"2";"2";"2";"8";"4";"4";"44.4";2008;6;"São Paulo";0;38;0;0;0
"9";"Vasco";"8";"6";"2";"2";"2";"7";"6";"1";"44.4";2008;6;"São Paulo";0;38;0;0;0
"10";"Vitória";"8";"6";"2";"2";"2";"5";"4";"1";"44.4";2008;6;"São Paulo";0;38;0;0;0
"11";"Portuguesa";"8";"6";"2";"2";"2";"11";"12";"-1";"44.4";2008;6;"São Paulo";0;38;0;0;0
"12";"Sport";"8";"6";"2";"2";"2";"6";"7";"-1";"44.4";2008;6;"São Paulo";0;38;0;0;0
"13";"Figueirense";"8";"6";"2";"2";"2";"10";"16";"-6";"44.4";2008;6;"São Paulo";0;38;0;0;0
"14";"Internacional";"7";"6";"2";"1";"3";"7";"9";"-2";"38.9";2008;6;"São Paulo";0;38;0;0;0
"15";"Botafogo";"7";"6";"2";"1";"3";"6";"8";"-2";"38.9";2008;6;"São Paulo";0;38;0;0;0
"16";"Coritiba";"6";"6";"1";"3";"2";"6";"6";"0";"33.3";2008;6;"São Paulo";0;38;0;0;0
"17";"Santos";"5";"6";"1";"2";"3";"6";"9";"-3";"27.8";2008;6;"São Paulo";0;38;0;0;0
"18";"Ipatinga";"5";"6";"1";"2";"3";"5";"10";"-5";"27.8";2008;6;"São Paulo";0;38;0;0;0
"19";"Goiás";"3";"6";"0";"3";"3";"3";"12";"-9";"16.7";2008;6;"São Paulo";0;38;0;0;0
"20";"Fluminense";"2";"6";"0";"2";"4";"3";"8";"-5";"11.1";2008;6;"São Paulo";0;38;0;0;0
"1";"Flamengo";"16";"7";"5";"1";"1";"16";"7";"9";"76.2";2008;7;"São Paulo";0;38;1;0;0
"2";"Grêmio";"16";"7";"5";"1";"1";"12";"3";"9";"76.2";2008;7;"São Paulo";0;38;0;0;0
"3";"Cruzeiro";"16";"7";"5";"1";"1";"14";"6";"8";"76.2";2008;7;"São Paulo";0;38;0;0;0
"4";"Náutico";"14";"7";"4";"2";"1";"10";"5";"5";"66.7";2008;7;"São Paulo";0;38;0;0;0
"5";"Palmeiras";"13";"7";"4";"1";"2";"11";"8";"3";"61.9";2008;7;"São Paulo";0;38;0;0;0
"6";"São Paulo";"12";"7";"3";"3";"1";"12";"6";"6";"57.1";2008;7;"São Paulo";1;38;0;0;0
"7";"Vitória";"11";"7";"3";"2";"2";"7";"5";"2";"52.4";2008;7;"São Paulo";0;38;0;0;0
"8";"Portuguesa";"11";"7";"3";"2";"2";"12";"12";"0";"52.4";2008;7;"São Paulo";0;38;0;0;0
"9";"Coritiba";"9";"7";"2";"3";"2";"8";"7";"1";"42.9";2008;7;"São Paulo";0;38;0;0;0
"10";"Atlético-MG";"9";"7";"2";"3";"2";"10";"11";"-1";"42.9";2008;7;"São Paulo";0;38;0;0;0
"11";"Athletico-PR";"8";"7";"2";"2";"3";"8";"7";"1";"38.1";2008;7;"São Paulo";0;38;0;0;0
"12";"Vasco";"8";"7";"2";"2";"3";"7";"8";"-1";"38.1";2008;7;"São Paulo";0;38;0;0;0
"13";"Sport";"8";"7";"2";"2";"3";"6";"8";"-2";"38.1";2008;7;"São Paulo";0;38;0;0;0
"14";"Figueirense";"8";"7";"2";"2";"3";"10";"19";"-9";"38.1";2008;7;"São Paulo";0;38;0;0;0
"15";"Internacional";"7";"7";"2";"1";"4";"8";"11";"-3";"33.3";2008;7;"São Paulo";0;38;0;0;0
"16";"Botafogo";"7";"7";"2";"1";"4";"6";"9";"-3";"33.3";2008;7;"São Paulo";0;38;0;0;0
"17";"Goiás";"6";"7";"1";"3";"3";"7";"12";"-5";"28.6";2008;7;"São Paulo";0;38;0;0;0
"18";"Santos";"5";"7";"1";"2";"4";"6";"13";"-7";"23.8";2008;7;"São Paulo";0;38;0;0;0
"19";"Ipatinga";"5";"7";"1";"2";"4";"6";"13";"-7";"23.8";2008;7;"São Paulo";0;38;0;0;0
"20";"Fluminense";"2";"7";"0";"2";"5";"4";"10";"-6";"9.5";2008;7;"São Paulo";0;38;0;0;0
"1";"Flamengo";"19";"8";"6";"1";"1";"18";"8";"10";"79.2";2008;8;"São Paulo";0;38;1;0;0
"2";"Grêmio";"17";"8";"5";"2";"1";"13";"4";"9";"70.8";2008;8;"São Paulo";0;38;0;0;0
"3";"Cruzeiro";"17";"8";"5";"2";"1";"15";"7";"8";"70.8";2008;8;"São Paulo";0;38;0;0;0
"4";"Palmeiras";"16";"8";"5";"1";"2";"13";"8";"5";"66.7";2008;8;"São Paulo";0;38;0;0;0
"5";"Vitória";"14";"8";"4";"2";"2";"10";"5";"5";"58.3";2008;8;"São Paulo";0;38;0;0;0
"6";"Náutico";"14";"8";"4";"2";"2";"10";"7";"3";"58.3";2008;8;"São Paulo";0;38;0;0;0
"7";"São Paulo";"13";"8";"3";"4";"1";"13";"7";"6";"54.2";2008;8;"São Paulo";1;38;0;0;0
"8";"Portuguesa";"12";"8";"3";"3";"2";"12";"12";"0";"50.0";2008;8;"São Paulo";0;38;0;0;0
"9";"Vasco";"11";"8";"3";"2";"3";"11";"10";"1";"45.8";2008;8;"São Paulo";0;38;0;0;0
"10";"Coritiba";"10";"8";"2";"4";"2";"9";"8";"1";"41.7";2008;8;"São Paulo";0;38;0;0;0
"11";"Atlético-MG";"10";"8";"2";"4";"2";"11";"12";"-1";"41.7";2008;8;"São Paulo";0;38;0;0;0
"12";"Athletico-PR";"9";"8";"2";"3";"3";"9";"8";"1";"37.5";2008;8;"São Paulo";0;38;0;0;0
"13";"Figueirense";"9";"8";"2";"3";"3";"11";"20";"-9";"37.5";2008;8;"São Paulo";0;38;0;0;0
"14";"Internacional";"8";"8";"2";"2";"4";"9";"12";"-3";"33.3";2008;8;"São Paulo";0;38;0;0;0
"15";"Sport";"8";"8";"2";"2";"4";"7";"10";"-3";"33.3";2008;8;"São Paulo";0;38;0;0;0
"16";"Botafogo";"8";"8";"2";"2";"4";"6";"9";"-3";"33.3";2008;8;"São Paulo";0;38;0;0;0
"17";"Santos";"6";"8";"1";"3";"4";"6";"13";"-7";"25.0";2008;8;"São Paulo";0;38;0;0;0
"18";"Goiás";"6";"8";"1";"3";"4";"7";"15";"-8";"25.0";2008;8;"São Paulo";0;38;0;0;0
"19";"Ipatinga";"5";"8";"1";"2";"5";"8";"17";"-9";"20.8";2008;8;"São Paulo";0;38;0;0;0
"20";"Fluminense";"3";"8";"0";"3";"5";"4";"10";"-6";"12.5";2008;8;"São Paulo";0;38;0;0;0
"1";"Flamengo";"22";"9";"7";"1";"1";"21";"8";"13";"81.5";2008;9;"São Paulo";0;38;1;0;0
"2";"Cruzeiro";"17";"9";"5";"2";"2";"15";"8";"7";"63.0";2008;9;"São Paulo";0;38;0;0;0
"3";"Grêmio";"17";"9";"5";"2";"2";"13";"6";"7";"63.0";2008;9;"São Paulo";0;38;0;0;0
